Title;Year;Genres;Language;Country;Content Rating;Duration;Aspect Ratio;Budget;Gross Earnings;Director;Actor 1;Actor 2;Actor 3;Facebook Likes - Director;Facebook Likes - Actor 1;Facebook Likes - Actor 2;Facebook Likes - Actor 3;Facebook Likes - cast Total;Facebook likes - Movie;Facenumber in posters;User Votes;Reviews by Users;Reviews by Crtiics;IMDB Score;
Little Nicholas ;2009;Comedy|Family;French;France;;91;1,85;;;Laurent Tirard;Louise Bourgoin;Sandrine Kiberlain;Kad Merad;2;295;71;55;545;0;7;9214;17;56;7,2;
Love Happens ;2009;Drama|Romance;English;USA;PG-13;109;1,85;18000000;22927390;Brandon Camp;Judy Greer;Sasha Alexander;Frances Conroy;7;2000;980;827;4947;0;0;25344;77;111;5,6;
Madea Goes to Jail ;2009;Comedy|Crime|Drama;English;USA;PG-13;103;1,85;;90485233;Tyler Perry;Vanessa Ferlito;Keshia Knight Pulliam;Derek Luke;0;923;619;543;3699;804;0;9544;45;44;4,1;
Mao's Last Dancer ;2009;Biography|Drama|Music|Romance;English;Australia;PG;117;1,85;;4806750;Bruce Beresford;Bruce Greenwood;Suzie Steen;Aden Young;78;989;258;238;1598;0;0;6091;53;83;7,4;
Micmacs ;2009;Action|Comedy|Crime;French;France;R;105;2,35;27000000;1260917;Jean-Pierre Jeunet;Omar Sy;Dany Boon;André Dussollier;0;1000;172;52;1342;0;4;24657;71;213;7,2;
Miss March ;2009;Comedy|Romance;English;USA;R;90;1,85;6000000;4542775;Zach Cregger;Hugh M. Hefner;Windell Middlebrooks;Raquel Alessi;138;373;308;263;1831;985;2;18313;73;76;5,1;
Monsters vs. Aliens ;2009;Action|Adventure|Animation|Comedy|Family|Sci-Fi;English;USA;PG;94;2,35;175000000;198332128;Rob Letterman;Amy Poehler;Rainn Wilson;Stephen Colbert;11;1000;973;459;2579;0;2;114553;187;219;6,5;
Moon ;2009;Drama|Mystery|Sci-Fi;English;UK;R;97;2,35;5000000;5009677;Duncan Jones;Kevin Spacey;Matt Berry;Benedict Wong;0;18000;572;372;19404;47000;0;260607;485;415;7,9;
Mother and Child ;2009;Drama|Romance;English;USA;R;125;2,35;4825000;1110286;Rodrigo García;Naomi Watts;Jimmy Smits;Carla Gallo;127;6000;941;798;8876;0;6;9727;65;161;7,2;
Motherhood ;2009;Comedy|Drama;English;USA;PG-13;90;1,85;5000000;92900;Katherine Dieckmann;Stephanie Szostak;Minnie Driver;Anthony Edwards;8;1000;893;495;3146;546;1;3662;23;43;4,7;
My Bloody Valentine ;2009;Horror|Thriller;English;USA;R;101;1,85;15000000;51527787;Patrick Lussier;Jensen Ackles;Jaime King;Edi Gathegi;71;10000;960;725;14159;0;0;45603;268;264;5,5;
My Dog Tulip ;2009;Animation|Drama;English;USA;;83;1,85;;246574;Paul Fierlinger;Isabella Rossellini;Peter Gerety;Lynn Redgrave;3;812;277;258;1370;675;0;1272;15;51;6,9;
My Life in Ruins ;2009;Comedy|Romance;English;USA;PG-13;98;1,85;17000000;8662318;Donald Petrie;Nia Vardalos;Harland Williams;Rachel Dratch;80;567;503;399;2016;0;1;15033;75;112;5,9;
My Sister's Keeper ;2009;Drama;English;USA;PG-13;109;2,35;30000000;49185998;Nick Cassavetes;Jason Patric;Sofia Vassilieva;Jeffrey Markle;415;673;489;228;1775;15000;2;74476;184;148;7,4;
New in Town ;2009;Comedy|Romance;English;USA;PG;97;1,85;8000000;16699684;Jonas Elmer;J.K. Simmons;Frances Conroy;Harry Connick Jr.;3;24000;827;631;25792;0;1;17461;78;121;5,6;
Next Day Air ;2009;Action|Comedy|Crime;English;USA;R;84;1,85;3000000;10017041;Benny Boom;Omari Hardwick;Donald Faison;Mike Epps;23;1000;927;706;4815;545;3;8265;20;49;5,9;
Night at the Museum: Battle of the Smithsonian ;2009;Adventure|Comedy|Family|Fantasy;English;USA;PG;105;2,35;150000000;177243721;Shawn Levy;Robin Williams;Rami Malek;Steve Coogan;189;49000;3000;1000;54039;2000;2;130272;209;185;5,9;
Nine ;2009;Drama|Musical|Romance;English;USA;PG-13;118;2,35;80000000;19673424;Rob Marshall;Fergie;Elio Germano;Andrea Di Stefano;252;529;48;30;619;0;4;37446;232;205;5,8;
Ninja Assassin ;2009;Action|Crime|Thriller;English;USA;R;99;2,35;40000000;38105077;James McTeigue;Shô Kosugi;Ben Miles;Rain;160;330;119;72;701;0;0;58349;194;235;6,4;
Not Easily Broken ;2009;Drama|Romance;English;USA;PG-13;99;1,85;8000000;10572742;Bill Duke;Eddie Cibrian;Jenifer Lewis;Wood Harris;1000;849;578;409;2269;738;1;2326;21;45;6,1;
Nowhere Boy ;2009;Biography|Drama|Music;English;UK;R;98;2,35;;1445366;Sam Taylor-Johnson;Kristin Scott Thomas;Ophelia Lovibond;Anne-Marie Duff;456;1000;548;231;2032;10000;1;29019;75;205;7,2;
Obitaemyy ostrov ;2009;Action|Adventure|Sci-Fi;Russian;Russia;;115;;29500000;;Fedor Bondarchuk;Yuliya Snigir;Fedor Bondarchuk;Aleksey Serebryakov;35;463;35;30;599;240;0;4387;21;14;5,3;
Observe and Report ;2009;Comedy|Crime|Drama;English;USA;R;86;2,35;18000000;23993605;Jody Hill;Collette Wolfe;Celia Weston;Dan Bakkedahl;62;390;258;59;727;0;1;52467;248;190;5,8;
Oceans ;2009;Documentary|Drama;French;France;G;104;2,35;40000000;19406406;Jacques Perrin;Pedro Armendáriz Jr.;Jacques Perrin;Rie Miyazawa;63;67;63;7;152;0;0;7630;42;113;7,8;
Old Dogs ;2009;Comedy|Family;English;USA;PG;88;1,85;35000000;49474048;Walt Becker;Robin Williams;Bernie Mac;Ann-Margret;12;49000;1000;931;53370;0;2;31191;120;124;5,4;
Ondine ;2009;Drama|Mystery|Romance;English;Ireland;PG-13;111;1,85;12000000;548934;Neil Jordan;Tony Curran;Stephen Rea;Alicja Bachleda;277;845;327;289;1554;0;2;16863;57;123;6,8;
Orphan ;2009;Horror|Mystery|Thriller;English;USA;R;123;1,85;;41573740;Jaume Collet-Serra;Jimmy Bennett;CCH Pounder;Aryana Engineer;174;87000;1000;602;88953;20000;1;141663;383;265;7;
Paa ;2009;Comedy|Drama;Hindi;India;;133;2,35;150000000;199228;R. Balki;Vidya Balan;Abhishek Bachchan;Paresh Rawal;12;464;374;106;1045;504;0;7295;49;12;7,2;
Pandorum ;2009;Action|Horror|Mystery|Sci-Fi|Thriller;English;Germany;R;108;2,35;33000000;10326062;Christian Alvart;Norman Reedus;Dennis Quaid;Eddie Rouse;22;12000;2000;61;14127;10000;0;121432;310;219;6,8;
Paul Blart: Mall Cop ;2009;Action|Comedy|Crime;English;USA;PG;91;1,85;26000000;20819129;Steve Carr;Erick Avari;Adhir Kalyan;Allen Covert;41;567;402;328;2954;0;1;84209;201;167;5,2;
Perrier's Bounty ;2009;Action|Comedy|Crime|Drama|Romance|Thriller;English;Ireland;R;88;2,35;;828;Ian Fitzgibbon;Jim Broadbent;Brendan Coyle;Michael McElhatton;11;1000;418;415;2728;663;8;5133;31;54;6,4;
Pirate Radio ;2009;Comedy|Drama|Music;English;UK;R;135;2,35;;7994115;Richard Curtis;Philip Seymour Hoffman;Charlie Rowe;Tom Sturridge;628;22000;882;830;24316;21000;2;90932;209;195;7,4;
Planet 51 ;2009;Adventure|Animation|Comedy|Family|Sci-Fi;English;Spain;PG;91;2,35;70000000;42194060;Jorge Blanco;Dwayne Johnson;Gary Oldman;James Corden;2;12000;10000;480;22668;0;1;41259;72;156;6,1;
Post Grad ;2009;Comedy|Romance;English;USA;PG-13;88;1,85;15000000;6373693;Vicky Jenson;J.K. Simmons;Zach Gilford;Bobby Coleman;96;24000;971;360;25637;0;1;11498;53;97;5,3;
Precious ;2009;Drama;English;USA;R;109;1,85;10000000;47536959;Lee Daniels;Mo'Nique;Gabourey Sidibe;Mariah Carey;304;940;906;736;3277;12000;0;86955;275;323;7,3;
Precious ;2009;Drama;English;USA;R;109;1,85;10000000;47536959;Lee Daniels;Mo'Nique;Gabourey Sidibe;Mariah Carey;304;939;906;736;3276;12000;0;86956;275;323;7,3;
Princess Kaiulani ;2009;Drama;English;USA;PG;97;2,35;9000000;883887;Marc Forby;Q'orianka Kilcher;Will Patton;Shaun Evans;3;679;537;204;1426;0;3;1201;14;26;6,2;
Public Enemies ;2009;Biography|Crime|Drama|History|Romance;English;USA;R;140;2,35;100000000;97030725;Michael Mann;Johnny Depp;Christian Bale;Stephen Graham;0;40000;23000;1000;64599;0;1;230931;585;357;7;
Race to Witch Mountain ;2009;Action|Adventure|Family|Fantasy|Sci-Fi|Thriller;English;USA;PG;98;2,35;65000000;67128202;Andy Fickman;Dwayne Johnson;Billy Brown;Tom Everett Scott;99;12000;536;433;14007;0;3;43328;110;166;5,7;
Rampage ;2009;Action|Crime|Thriller;English;Canada;R;80;2,35;;;Uwe Boll;Matt Frewer;Katharine Isabelle;Michael Paré;892;986;918;492;3197;0;0;15091;129;58;6,3;
Red Riding: In the Year of Our Lord 1974 ;2009;Crime|Drama|Mystery|Thriller;English;UK;Not Rated;102;1,85;;;Julian Jarrold;Andrew Garfield;Warren Clarke;John Henshaw;11;10000;281;35;10369;0;0;9305;44;91;7,1;
Rocket Singh: Salesman of the Year ;2009;Comedy|Drama;Hindi;India;;150;;;;Shimit Amin;Ranbir Kapoor;Shazahn Padamsee;Gauhar Khan;6;964;22;20;1052;773;1;11010;35;14;7,5;
Royal Kill ;2009;Action|Thriller;English;USA;PG-13;90;;350000;;Babar Ahmed;Lalaine;Alexander Wraith;Darren Kendrick;0;502;119;32;689;53;0;476;18;8;3,2;
Saint John of Las Vegas ;2009;Comedy|Drama;English;USA;R;85;2,35;3800000;100669;Hue Rhodes;Peter Dinklage;Steve Buscemi;Romany Malco;0;22000;12000;966;36885;407;1;2522;11;45;5,8;
Saw VI ;2009;Horror|Mystery;English;Canada;R;92;1,85;11000000;27669413;Kevin Greutert;Costas Mandylor;Shawnee Smith;George Newbern;52;723;651;647;3101;0;0;76207;194;156;6;
Sherlock Holmes ;2009;Action|Adventure|Crime|Mystery|Thriller;English;USA;PG-13;128;1,85;90000000;209019489;Guy Ritchie;Robert Downey Jr.;Eddie Marsan;Robert Maillet;0;21000;979;727;23996;20000;3;477300;621;415;7,6;
Shinjuku Incident ;2009;Action|Crime|Drama|Thriller;Mandarin;Hong Kong;R;119;2,35;15000000;;Tung-Shing Yee;Bingbing Fan;Daniel Wu;Yasuaki Kurata;3;556;353;19;996;821;4;9177;53;53;7,1;
Shorts ;2009;Comedy|Family|Fantasy;English;USA;PG;89;1,85;40000000;20916309;Robert Rodriguez;Jimmy Bennett;Leo Howard;Jake Short;0;87000;570;470;88422;431;4;5332;37;103;4,9;
Silver Medallist ;2009;Action|Adventure|Comedy;Mandarin;China;;99;2,35;15000000;;Hao Ning;Jack Kao;Bo Huang;Zheng Xu;0;11;4;4;19;30;1;1418;4;5;7,4;
Solitary Man ;2009;Comedy|Drama|Romance;English;USA;R;90;1,85;15000000;4360548;Brian Koppelman;Jenna Fischer;David Costabile;Richard Schiff;34;966;681;506;2661;0;7;13371;60;116;6,4;
Sorority Row ;2009;Horror|Mystery;English;USA;R;101;2,35;16000000;11956207;Stewart Hendler;Julian Morris;Margo Harshman;Rumer Willis;10;1000;668;472;3142;0;2;24012;126;167;5,1;
Soul Kitchen ;2009;Comedy|Drama;German;Germany;;99;1,85;4000000;274385;Fatih Akin;Udo Kier;Moritz Bleibtreu;Birol Ünel;766;595;486;269;1519;0;3;29203;26;115;7,3;
Splice ;2009;Drama|Horror|Sci-Fi;English;Canada;R;104;1,85;26000000;16999046;Vincenzo Natali;Sarah Polley;David Hewlett;Delphine Chanéac;165;900;686;559;2222;12000;0;79517;354;368;5,8;
Stan Helsing ;2009;Comedy|Horror;English;Canada;R;90;1,85;;;Bo Zenga;Steve Howey;Kenan Thompson;Diora Baird;10;826;521;378;2207;934;7;9928;66;45;3,6;
Star Trek ;2009;Action|Adventure|Sci-Fi;English;USA;PG-13;127;2,35;150000000;257704099;J.J. Abrams;Chris Hemsworth;Leonard Nimoy;Bruce Greenwood;14000;26000;12000;981;39284;19000;0;504419;1559;518;8;
Starsuckers ;2009;Documentary;English;UK;;103;;400000;;Chris Atkins;Richard Curtis;Harvey Weinstein;Elton John;2;628;474;442;1683;203;0;474;8;21;7,4;
State of Play ;2009;Crime|Drama|Mystery|Thriller;English;USA;PG-13;127;2,35;;36965395;Kevin Macdonald;Robin Wright;Harry Lennix;Michael Weston;162;18000;748;379;19776;0;3;113295;235;252;7,1;
Steppin: The Movie ;2009;Comedy|Music;English;USA;PG-13;138;;1000000;;Michael Taliferro;Wesley Jonathan;Sticky Fingaz;Chrystee Pharris;105;592;207;110;1350;41;6;293;1;;3,4;
Street Fighter: The Legend of Chun-Li ;2009;Action|Crime|Drama|Mystery|Thriller;English;Canada;PG-13;96;2,35;18000000;8742261;Andrzej Bartkowiak;Chris Klein;Robin Shou;Josie Ho;43;841;342;77;1385;0;2;19824;179;103;3,7;
Surrogates ;2009;Action|Sci-Fi|Thriller;English;USA;PG-13;89;2,35;80000000;38542418;Jonathan Mostow;Bruce Willis;Devin Ratray;Boris Kodjoe;84;13000;1000;1000;18132;0;5;151424;252;258;6,3;
Survival of the Dead ;2009;Horror;English;USA;R;90;2,35;4000000;101055;George A. Romero;Julian Richings;Shawn Roberts;Kathleen Munroe;0;648;529;231;1951;0;0;17478;159;274;5;
Taking Woodstock ;2009;Comedy|Drama|Music;English;USA;R;120;1,85;30000000;7443007;Ang Lee;Imelda Staunton;Kevin Chamberlin;Demetri Martin;0;579;489;210;1500;0;12;24663;71;210;6,7;
Tanner Hall ;2009;Drama;English;USA;R;96;;3000000;5005;Francesca Gregorini;Tom Everett Scott;Amy Sedaris;Chris Kattan;15;433;396;357;1929;448;2;2280;14;21;5,9;
Terminator Salvation ;2009;Action|Adventure|Sci-Fi;English;USA;PG-13;118;2,35;200000000;125320003;McG;Christian Bale;Bryce Dallas Howard;Common;368;23000;3000;988;27468;0;0;286095;974;422;6,6;
The Blind Side ;2009;Biography|Drama|Sport;English;USA;PG-13;129;1,85;29000000;255950375;John Lee Hancock;Catherine Dyer;Quinton Aaron;Kim Dickens;102;768;734;624;3389;38000;0;223127;420;261;7,7;
The Boondock Saints II: All Saints Day ;2009;Action|Crime|Thriller;English;USA;R;138;2,35;8000000;10269307;Troy Duffy;Norman Reedus;Julie Benz;Clifton Collins Jr.;78;12000;3000;968;17524;0;0;53251;188;91;6,3;
The Box ;2009;Drama|Fantasy|Mystery|Thriller;English;USA;PG-13;115;2,35;16000000;15045676;Richard Kelly;Frank Langella;Gillian Jacobs;Celia Weston;219;902;837;258;2466;0;1;76303;376;287;5,6;
The City of Your Final Destination ;2009;Drama|Romance;English;USA;PG-13;117;1,85;8300000;;James Ivory;Alexandra Maria Lara;Omar Metwally;Diego Velazquez;133;471;277;86;858;638;1;2311;25;55;6,4;
The Cry of the Owl ;2009;Drama|Thriller;English;UK;R;100;2,35;11500000;;Jamie Thraves;Paddy Considine;Caroline Dhavernas;Charlotte Sullivan;2;680;544;388;1780;443;2;3737;27;35;6;
The Damned United ;2009;Biography|Drama|Sport;English;UK;R;98;1,85;10000000;449558;Tom Hooper;Stephen Graham;Mark Bazeley;Maurice Roëves;0;1000;54;27;1163;0;2;32307;75;145;7,6;
The Deported ;2009;Comedy;English;USA;PG-13;90;1,85;3000000;;Lance Kawas;Taylor Negron;Michael Rapaport;Talia Shire;66;1000;975;452;3882;54;1;62;1;;6,2;
The Devil's Tomb ;2009;Action|Horror|Sci-Fi;English;USA;R;90;1,85;10000000;;Jason Connery;Ray Winstone;Henry Rollins;Jason London;110;1000;898;711;3937;486;4;5715;60;32;3,8;
The Eclipse ;2009;Drama|Horror|Romance;English;Ireland;R;86;1,85;;128937;Conor McPherson;Aidan Quinn;Iben Hjejle;Jim Norton;0;767;122;77;975;580;0;2437;31;90;6,2;
The Exploding Girl ;2009;Drama;English;USA;Unrated;79;;;24705;Bradley Rust Gray;Zoe Kazan;Mark Rendall;Jordan Scovel;2;962;72;20;1054;377;0;1516;10;61;6,3;
The Final Destination ;2009;Horror;English;USA;R;82;2,35;40000000;66466372;David R. Ellis;Krista Allen;Andrew Fiscella;Shantel VanSanten;160;164000;137000;748;303717;0;0;75345;290;221;5,2;
The Fourth Kind ;2009;Mystery|Sci-Fi|Thriller;English;USA;PG-13;98;2,35;10000000;25464480;Olatunde Osunsanmi;Milla Jovovich;Will Patton;Hakeem Kae-Kazim;58;14000;537;242;15251;15000;0;63108;330;183;5,9;
The Girl on the Train ;2009;Drama;French;France;Unrated;105;2,35;;2874;André Téchiné;Catherine Deneuve;Ronit Elkabetz;Émilie Dequenne;25;963;168;98;1375;120;1;1219;14;66;6;
The Good Guy ;2009;Comedy|Romance;English;USA;R;90;1,85;8000000;100503;Julio DePietro;Adrian Martinez;Scott Porter;Aaron Yoo;0;806;690;617;3124;1000;2;7759;20;22;5,9;
The Good Heart ;2009;Drama;English;Iceland;R;99;2,35;3800000;19959;Dagur Kári;Alice Olivia Clarke;Susan Blommaert;Stephen Henderson;29;117;64;64;298;0;2;3579;14;61;6,9;
The Goods: Live Hard, Sell Hard ;2009;Comedy;English;USA;R;89;1,85;;15102127;Neal Brennan;Rob Riggle;Noureen DeWulf;Charles Napier;23;839;700;503;3973;0;5;17790;59;83;5,8;
The Greatest ;2009;Drama|Romance;English;USA;R;96;2,35;6000000;115862;Shana Feste;Jennifer Ehle;Zoë Kravitz;Cara Seymour;19;1000;943;71;2163;0;2;7394;50;63;6,7;
The Hangover ;2009;Comedy;English;USA;R;108;2,35;35000000;277313371;Todd Phillips;Bradley Cooper;Rob Riggle;Mike Epps;480;14000;839;706;17623;24000;3;583341;626;334;7,8;
The Hole ;2009;Adventure|Fantasy|Thriller;English;USA;PG-13;92;1,85;12000000;;Joe Dante;Bruce Dern;Teri Polo;Haley Bennett;287;844;708;664;4099;0;2;19157;69;147;5,7;
The Horse Boy ;2009;Documentary;English;USA;Unrated;93;1,85;160000;155984;Michel Orion Scott;Temple Grandin;Rowan Isaacson;Simon Baron-Cohen;0;58;2;2;62;0;0;586;9;29;7,4;
The House of the Devil ;2009;Horror;English;USA;R;95;1,85;900000;100659;Ti West;Lena Dunham;Greta Gerwig;Dee Wallace;243;969;962;725;3833;0;0;30160;193;238;6,4;
The Imaginarium of Doctor Parnassus ;2009;Adventure|Fantasy|Mystery;English;UK;PG-13;123;1,85;40000000;7689458;Terry Gilliam;Andrew Garfield;Lily Cole;Verne Troyer;0;10000;785;645;11769;19000;1;126307;210;292;6,8;
The Informant! ;2009;Comedy|Crime|Drama|Thriller;English;USA;R;108;1,85;21000000;33313582;Steven Soderbergh;Matt Damon;Joel McHale;Thomas F. Wilson;0;13000;734;690;16031;0;1;52888;175;248;6,5;
The International ;2009;Action|Crime|Drama|Mystery|Thriller;English;USA;R;118;2,35;50000000;25450527;Tom Tykwer;Naomi Watts;Brían F. O'Byrne;Armin Mueller-Stahl;670;6000;450;294;7654;0;0;80196;190;245;6,5;
The Invention of Lying ;2009;Comedy|Fantasy|Romance;English;USA;PG-13;100;1,85;18500000;18439082;Ricky Gervais;Jennifer Garner;Tina Fey;Martin Starr;0;3000;2000;985;7252;13000;3;94292;287;192;6,4;
The Janky Promoters ;2009;Comedy|Crime|Music;English;USA;R;85;1,85;;;Marcus Raboy;Mike Epps;Tamala Jones;Glenn Plummer;7;706;405;240;1936;402;2;1097;10;4;5,2;
The Joneses ;2009;Comedy|Drama;English;USA;R;96;2,35;5000000;1474508;Derrick Borte;Demi Moore;Gary Cole;Robert Pralgo;17;2000;989;688;4607;0;4;33473;88;144;6,5;
The Last House on the Left ;2009;Crime|Horror|Thriller;English;USA;R;114;1,85;15000000;32721635;Dennis Iliadis;Tony Goldwyn;Monica Potter;Martha MacIsaac;29;956;878;616;3861;0;0;67822;279;241;6,6;
The Last House on the Left ;2009;Crime|Horror|Thriller;English;USA;R;114;1,85;15000000;32721635;Dennis Iliadis;Tony Goldwyn;Monica Potter;Martha MacIsaac;29;956;878;616;3861;0;0;67824;279;241;6,6;
The Last Station ;2009;Biography|Drama|Romance;English;Germany;R;112;2,35;13000000;6615578;Michael Hoffman;David Masterson;Kerry Condon;Anne-Marie Duff;97;577;416;231;1341;0;2;15352;82;184;7;
The Loved Ones ;2009;Horror|Thriller;English;Australia;R;84;2,35;;;Sean Byrne;Robin McLeavy;Jessica McNamee;Victoria Thaine;18;399;129;35;644;0;1;27781;104;182;6,7;
The Lovely Bones ;2009;Drama|Fantasy|Thriller;English;USA;PG-13;135;2,35;65000000;43982842;Peter Jackson;Michael Imperioli;AJ Michalka;Tom McCarthy;0;873;560;310;2370;16000;1;125109;593;308;6,7;
The Lovely Bones ;2009;Drama|Fantasy|Thriller;English;USA;PG-13;135;2,35;65000000;43982842;Peter Jackson;Michael Imperioli;AJ Michalka;Tom McCarthy;0;873;559;310;2369;16000;1;125114;593;308;6,7;
The Men Who Stare at Goats ;2009;Comedy|War;English;USA;R;94;2,35;25000000;32416109;Grant Heslov;Kevin Spacey;Jeff Bridges;Stephen Root;293;18000;12000;939;32474;15000;0;109620;268;271;6,2;
The Messenger ;2009;Drama|Romance|War;English;USA;R;105;2,35;6500000;66637;Oren Moverman;Steve Buscemi;Yaya DaCosta;Eamonn Walker;38;12000;712;706;14462;0;0;29608;92;217;7,2;
The Mighty Macs ;2009;Drama|Sport;English;USA;G;99;2,35;7000000;1889522;Tim Chambers;Ellen Burstyn;Marley Shelton;Jennifer Butler;2;1000;690;455;2589;797;2;1119;12;34;6,5;
The Missing Person ;2009;Drama;English;USA;;95;1,85;1500000;17580;Noah Buschel;Merritt Wever;Amy Ryan;Paul Adelstein;8;529;423;399;2749;195;3;1268;23;66;6,2;
The Open Road ;2009;Comedy|Drama;English;USA;PG-13;91;2,35;10000000;19348;Michael Meredith;Jeff Bridges;Justin Timberlake;Ted Danson;7;12000;3000;875;16118;370;2;2941;11;23;5,5;
The Perfect Game ;2009;Comedy|Drama|Family|Sport;English;Canada;PG;118;2,35;12500000;1089445;William Dear;Clifton Collins Jr.;Cheech Marin;Bruce McGill;50;968;844;655;4270;0;0;2676;33;41;7;
The Princess and the Frog ;2009;Animation|Family|Fantasy|Musical|Romance;English;USA;G;97;1,85;105000000;104374107;Ron Clements;Oprah Winfrey;Jenifer Lewis;Anika Noni Rose;63;852;578;525;2480;5000;0;89351;214;228;7,1;
The Proposal ;2009;Comedy|Drama|Romance;English;USA;PG-13;108;2,35;40000000;163947053;Anne Fletcher;Ryan Reynolds;Denis O'Hare;Craig T. Nelson;98;16000;896;723;18656;10000;1;227824;273;224;6,7;
The Road ;2009;Adventure|Drama;English;USA;R;111;2,35;25000000;56692;John Hillcoat;Viggo Mortensen;Charlize Theron;Robert Duvall;214;10000;9000;3000;23566;32000;2;177401;504;355;7,3;
The Secret in Their Eyes ;2009;Drama|Mystery|Thriller;Spanish;Argentina;R;129;2,35;2000000;20167424;Juan José Campanella;Ricardo Darín;Soledad Villamil;Guillermo Francella;195;827;88;50;1044;33000;0;131831;231;262;8,2;
The Secret of Kells ;2009;Adventure|Animation|Family|Fantasy;English;France;Not Rated;75;1,85;6500000;686383;Tomm Moore;Sean Lennon;Mick Lally;Evan McGuire;45;61;5;4;75;11000;0;22811;71;118;7,7;
The Soloist ;2009;Biography|Drama|Music;English;UK;PG-13;117;2,35;60000000;31670931;Joe Wright;Robert Downey Jr.;Stephen Root;Rachael Harris;456;21000;939;569;23745;0;0;44099;143;210;6,7;
The Stepfather ;2009;Crime|Thriller;English;USA;PG-13;101;2,35;;29062561;Nelson McCormick;Sela Ward;Paige Turco;Skyler Samuels;29;812;533;429;3292;0;0;23424;119;121;5,6;
The Taking of Pelham 1 2 3 ;2009;Action|Crime|Thriller;English;USA;R;106;2,35;100000000;65452312;Tony Scott;Denzel Washington;Ramon Rodriguez;Michael Rispoli;12000;18000;464;385;19906;0;1;149998;285;267;6,4;
The Time Traveler's Wife ;2009;Drama|Fantasy|Romance|Sci-Fi;English;USA;PG-13;107;2,35;39000000;63411478;Robert Schwentke;Arliss Howard;Brooklynn Proulx;Michelle Nolden;124;152;142;100;568;13000;1;114925;234;214;7,1;
The True Story of Puss'N Boots ;2009;Adventure|Animation|Comedy;English;France;G;80;;25000000;;Jérôme Deschamps;Yolande Moreau;André Wilms;Jérôme Deschamps;0;44;9;0;53;90;0;753;24;4;2,9;
The Twilight Saga: New Moon ;2009;Adventure|Drama|Fantasy|Romance;English;USA;PG-13;130;2,35;50000000;296623634;Chris Weitz;Robert Pattinson;Kristen Stewart;Taylor Lautner;129;21000;17000;12000;64040;13000;2;220758;919;299;4,6;
The Ugly Truth ;2009;Comedy|Romance;English;USA;R;96;2,35;38000000;88915214;Robert Luketic;Gerard Butler;John Michael Higgins;Eric Winter;126;18000;957;954;22436;9000;2;163665;169;174;6,5;
The Unborn ;2009;Drama|Fantasy|Horror|Mystery|Thriller;English;USA;PG-13;89;2,35;16000000;42638165;David S. Goyer;Gary Oldman;Atticus Shaffer;Rachel Brosnahan;687;10000;787;389;12183;0;1;42182;230;178;4,8;
The Unborn ;2009;Drama|Fantasy|Horror|Mystery|Thriller;English;USA;PG-13;89;2,35;16000000;42638165;David S. Goyer;Gary Oldman;Atticus Shaffer;Rachel Brosnahan;687;10000;787;389;12183;0;1;42183;230;178;4,8;
The White Ribbon ;2009;Drama|Mystery;German;Germany;R;144;1,85;12000000;2222647;Michael Haneke;Ulrich Tukur;Burghart Klaußner;Leonie Benesch;0;63;43;16;167;0;0;52958;193;292;7,8;
